c1,c2,max_air_acceleration,air_speed,fall_speed,gravity,full_jump_height,weight,walk_speed,init_dash,run_speed,fastest_OOS_option,grab_speed
Banjo,Bayonetta,-15.151515151515147,-5.105724600309431,-0.2832861189801702,-4.347826086956521,6.024096385542169,13.368983957219251,5.735660847880305,-7.079646017699116,10.659898477157363,20.0,0.0
Banjo,Bowser,16.666666666666668,-11.325301204819276,-0.2832861189801702,-6.382978723404255,14.285714285714285,-12.033195020746888,8.10810810810811,-14.612452350698856,5.034931341845341,20.0,-6.666666666666667
Banjo,Bowser_Jr,-6.6666666666666625,-10.418695228821804,3.2258064516129057,8.910891089108912,12.244897959183675,-0.9345794392523363,6.85483870967742,-2.325581395348839,16.39081687132942,12.5,-22.22222222222222
Banjo,Captain_Falcon,-3.4482758620689586,-13.93826005612722,-2.8965517241379306,-4.347826086956521,8.227770261960396,0.9523809523809524,3.566194430874453,-8.196721311475411,-7.861369399830935,-5.263157894736842,7.6923076923076925
Banjo,Chrom,16.666666666666668,-17.191719171917192,-1.1235955056179785,-1.7857142857142874,17.38028544751234,5.472636815920398,-6.525573192239856,-13.40206185567011,0.8092485549132981,5.88235294117647,0.0
Banjo,Cloud,0.0,-11.325301204819276,2.325581395348839,5.769230769230767,15.032679738562091,2.912621359223301,-4.288939051918735,-12.15686274509804,0.2990568207959592,12.5,-12.5
Banjo,Corrin,16.666666666666668,-5.105724600309431,3.2258064516129057,8.910891089108912,14.285714285714285,3.9215686274509802,-6.525573192239856,-5.935050391937289,15.49668874172186,0.0,0.0
Banjo,Daisy,-26.315789473684205,-5.592611595690092,19.322033898305087,22.22222222222222,18.870728083209507,8.717948717948717,6.85483870967742,-4.16428978893326,15.49668874172186,5.88235294117647,7.6923076923076925
Banjo,Dark_Pit,-3.4482758620689586,-0.8086253369272245,8.641975308641976,15.18324607329843,17.333333333333336,4.9504950495049505,-8.581285036653725,-10.875331564986737,8.78243512974052,20.0,7.6923076923076925
Banjo,Dark_Samus,-12.499999999999993,-9.045971329708351,13.915857605177992,18.91891891891892,8.641975308641975,-0.9345794392523363,-2.5287356321839054,-5.352112676056343,13.719353155972879,38.46153846153847,-36.36363636363637
Banjo,Diddy_Kong,16.666666666666668,-0.21691973969631254,0.2849002849002852,-6.382978723404255,3.2742635840863734,8.16326530612245,-10.661609776654018,-10.875331564986737,4.156712852365035,28.57142857142857,0.0
Banjo,Donkey_Kong,7.692307692307699,-13.533834586466162,3.8348082595870245,12.820512820512816,12.82051282051282,-9.012875536480687,-12.577319587628866,-10.875331564986737,7.5746360720454025,-5.263157894736842,-6.666666666666667
Banjo,Dr_Mario,6.720331747774121,-0.21033925013709953,7.9754601226993875,11.675126903553302,17.52058279525377,3.9215686274509802,7.216857726769977,4.426593574681425,21.862869613437567,50.0,7.6923076923076925
Banjo,Duck_Hunt,-6.6666666666666625,-11.325301204819276,3.2258064516129057,18.27956989247312,12.82051282051282,10.416666666666668,-6.73119225692917,-2.325581395348839,9.740750062924748,0.0,7.6923076923076925
Banjo,Falco,-17.64705882352941,-3.004744333157614,-1.1235955056179785,-8.333333333333336,-6.888159983070572,12.76595744680851,-11.813643926788687,-9.555854643337826,14.767043958936565,20.0,7.6923076923076925
Banjo,Fox,-12.499999999999993,-9.35960591133005,-8.808290155440416,-35.294117647058826,11.39240506329114,15.846994535519126,-17.924893534649623,-10.875331564986737,-4.8450458315146205,12.5,7.6923076923076925
Banjo,Ganondorf,27.272727272727277,5.142857142857148,3.2258064516129057,0.9174311926605512,26.636926176428265,-5.357142857142857,16.03721948549535,-5.352112676056343,23.863636363636363,-5.263157894736842,-6.666666666666667
Banjo,Greninja,-6.6666666666666625,-14.775358962482631,-2.4930747922437693,-24.137931034482758,-2.2222222222222223,9.278350515463918,-17.25214676034348,-12.908242612752725,-2.4171888988361605,-14.285714285714285,-17.647058823529413
Banjo,Hero,12.000000000000005,-4.6632124352331585,5.705705705705704,7.8431372549019605,20.54794520547945,2.4154589371980677,3.921568627450984,-6.145251396648044,8.45771144278607,12.5,7.6923076923076925
Banjo,Ice_Climbers,-13.713405238828964,5.142857142857148,15.032679738562091,14.583333333333332,11.831236497649005,7.07070707070707,0.07552870090634657,0.0,17.520215633423184,0.0,-6.666666666666667
